Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExp,PromotionDelay,EngagementScore,WorkloadStress,HighPerf_NoPromo,JobHopperIndex,LoyaltyScore,DissatisfactionRisk
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,294.8125,5,2.6666666666666665,0,0,0.47368421052631576,0.6875,1
42,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,371.72727272727275,8,3.0,0,0,0.038461538461538464,0.9090909090909091,0
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,558.2222222222222,1,2.0,0,0,0.2857142857142857,0.05555555555555555,0
40,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,278.0,0,1.6666666666666667,0,0,0.08333333333333333,0.4375,0
56,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,431.1666666666667,3,3.0,0,0,0.025,0.6666666666666666,2
34,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,867.9090909090909,9,3.3333333333333335,0,0,0.05555555555555555,0.9090909090909091,2
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,307.57142857142856,10,1.6666666666666667,0,0,0.06666666666666667,0.9285714285714286,0
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,872.5909090909091,20,2.6666666666666665,0,0,0.043478260869565216,0.9545454545454546,0
34,0,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,1486.0,1,2.6666666666666665,0,0,0.05555555555555555,0.5,1
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,1141.6,7,2.0,1,0,0.0,0.8,0
52,0,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,529.88,5,3.0,1,0,0.05555555555555555,0.2,1
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,857.6363636363636,3,3.0,0,0,0.047619047619047616,0.9090909090909091,0
32,0,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,517.5,4,3.0,0,0,0.3125,0.5,0
33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,786.4285714285714,6,3.6666666666666665,0,0,0.058823529411764705,0.8571428571428571,0
18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1904.0,0,3.3333333333333335,0,0,0.5,0.0,1
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,193.35714285714286,8,1.0,0,0,0.4117647058823529,0.6428571428571429,1
33,0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,1004.0,1,2.6666666666666665,0,0,0.058823529411764705,0.5,1
30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,341.90909090909093,5,2.6666666666666665,0,0,0.6428571428571429,0.45454545454545453,1
36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,690.5454545454545,1,2.3333333333333335,0,0,0.05,0.9090909090909091,1
40,0,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,574.8181818181819,1,2.6666666666666665,0,0,0.041666666666666664,0.9090909090909091,0
27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,289.14285714285717,0,3.3333333333333335,0,0,0.5454545454545454,0.2857142857142857,0
48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,702.5,1,3.6666666666666665,0,0,0.1875,0.038461538461538464,2
37,0,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,698.1666666666666,5,1.6666666666666667,0,0,0.047619047619047616,0.8333333333333334,1
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,615.0,3,3.3333333333333335,0,0,0.058823529411764705,0.5,1
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,664.75,3,3.3333333333333335,0,0,0.1,0.75,0
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,286.22222222222223,4,1.6666666666666667,0,0,0.11538461538461539,0.5555555555555556,0
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,608.0,7,3.3333333333333335,0,0,0.1,0.8888888888888888,1
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,0,11,3,3,2,2,2,3,2,2,2,1,963.0,0,3.6666666666666665,0,0,0.1111111111111111,0.6666666666666666,1
50,1,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,357.6842105263158,3,2.0,0,0,0.08823529411764706,0.21052631578947367,0
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,904.25,1,3.3333333333333335,0,0,0.3333333333333333,0.25,0
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,747.1363636363636,14,3.6666666666666665,0,1,0.041666666666666664,0.9545454545454546,1
51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8,311.8333333333333,1,1.6666666666666667,0,1,0.08571428571428572,0.5416666666666666,2
28,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,201.45454545454547,4,2.3333333333333335,0,0,0.5833333333333334,0.6363636363636364,2
40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,721.1666666666666,0,2.6666666666666665,0,0,0.20833333333333334,0.0,0
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,230.75,15,2.0,0,0,0.26666666666666666,0.8,1
40,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,466.1,1,3.3333333333333335,0,0,0.041666666666666664,0.9,1
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,992.7142857142857,4,2.3333333333333335,0,0,0.0,0.7142857142857143,2
53,0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7,482.09375,22,2.6666666666666665,0,0,0.05405405405405406,0.78125,2
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,1238.0,1,2.0,0,0,0.07142857142857142,0.5,0
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,0,12,3,4,0,9,5,4,8,4,7,1,547.3,1,2.0,0,0,0.0,0.8,1
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,520.8571428571429,8,3.3333333333333335,0,1,0.0,0.9047619047619048,1
26,0,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,318.55555555555554,0,2.6666666666666665,0,0,0.0,0.7777777777777778,1
52,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,458.85714285714283,0,3.0,0,0,0.19444444444444445,0.2857142857142857,2
31,0,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,787.9285714285714,7,3.0,0,1,0.26666666666666666,0.7857142857142857,0
36,0,Travel_Rarely,1299,Research & Development,27,3,Medical,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7,290.94444444444446,0,2.6666666666666665,0,0,0.3,0.3888888888888889,1
38,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,522.0,4,3.6666666666666665,0,0,0.045454545454545456,0.8,0
42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,811.8636363636364,18,3.3333333333333335,1,0,0.0,0.9090909090909091,1
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,355.5,2,3.3333333333333335,0,0,0.045454545454545456,0.875,0
39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,371.7142857142857,5,3.6666666666666665,0,0,0.34782608695652173,0.35714285714285715,1
22,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,1236.0,1,2.3333333333333335,0,0,0.16666666666666666,0.5,1
24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,777.5,1,3.3333333333333335,0,0,0.125,0.5,2
47,0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,620.4444444444445,23,3.3333333333333335,1,0,0.03225806451612903,0.9629629629629629,0
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,284.3333333333333,1,2.3333333333333335,0,0,0.03571428571428571,0.8888888888888888,1
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,774.6428571428571,8,3.0,0,0,0.2,0.5714285714285714,0
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,829.1666666666666,3,2.0,0,0,0.5,0.25,1
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,573.6521739130435,1,2.6666666666666665,1,0,0.16666666666666666,0.043478260869565216,2
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,925.0,3,2.3333333333333335,0,0,0.21428571428571427,0.4,1
49,0,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,246.76666666666668,25,2.0,0,0,0.12121212121212122,0.8666666666666667,0
55,0,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,529.3513513513514,34,3.3333333333333335,0,0,0.02564102564102564,0.972972972972973,2
30,1,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,669.6,6,2.3333333333333335,0,0,0.35714285714285715,0.6,3
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,266.9047619047619,18,1.6666666666666667,0,0,0.041666666666666664,0.9523809523809523,1
27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,1283.0,1,3.3333333333333335,1,0,0.09090909090909091,0.5,1
32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9,565.4545454545455,10,2.0,0,0,0.0625,0.9090909090909091,0
53,0,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,303.72222222222223,5,3.0,0,0,0.1891891891891892,0.1388888888888889,1
27,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,318.0,4,2.3333333333333335,0,0,0.09090909090909091,0.7142857142857143,0
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,598.3636363636364,6,3.0,0,0,0.26666666666666666,0.5454545454545454,1
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,644.9090909090909,6,2.6666666666666665,0,0,0.15,0.6363636363636364,1
35,1,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,680.0,0,3.0,1,0,0.3157894736842105,0.25,1
42,0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,541.0,3,2.6666666666666665,1,0,0.23076923076923078,0.4,1
41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,840.0909090909091,2,3.0,0,0,0.04,0.9090909090909091,1
45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,714.3333333333334,1,2.0,0,0,0.06896551724137931,0.16666666666666666,1
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,552.4545454545455,5,3.0,0,0,0.13636363636363635,0.5454545454545454,1
32,0,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,593.0909090909091,5,2.6666666666666665,0,0,0.0625,0.9090909090909091,0
38,0,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,617.0,5,3.0,0,0,0.045454545454545456,0.8333333333333334,1
26,0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,780.6666666666666,4,2.6666666666666665,0,0,0.1,0.8333333333333334,1
41,1,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5,665.8888888888889,6,2.3333333333333335,1,0,0.32,0.6666666666666666,1
37,0,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,633.4,1,3.6666666666666665,0,0,0.19047619047619047,0.1,2
29,0,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,726.1818181818181,10,1.3333333333333333,0,0,0.07692307692307693,0.9090909090909091,3
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,722.7037037037037,2,3.0,0,0,0.14285714285714285,0.07407407407407407,0
31,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,741.9090909090909,1,1.6666666666666667,0,0,0.13333333333333333,0.09090909090909091,1
48,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0,224.20833333333334,1,2.6666666666666665,0,0,0.28125,0.041666666666666664,2
32,0,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,490.54545454545456,10,4.0,0,0,0.0625,0.9090909090909091,1
56,0,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,450.42857142857144,12,2.3333333333333335,0,0,0.025,0.9285714285714286,0
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,569.5555555555555,0,2.3333333333333335,0,1,0.1,0.3888888888888889,1
19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,929.5,1,1.6666666666666667,0,0,0.3333333333333333,0.5,2
24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,733.5,5,3.3333333333333335,0,0,0.125,0.8333333333333334,0
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,689.7272727272727,10,1.3333333333333333,0,0,0.05,0.9090909090909091,2
25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,890.2857142857143,2,2.0,0,0,0.2222222222222222,0.42857142857142855,2
29,0,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,1402.0,1,3.3333333333333335,0,0,0.07692307692307693,0.5,2
36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,506.3333333333333,1,2.6666666666666665,0,0,0.15,0.16666666666666666,1
29,0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,765.6666666666666,0,3.3333333333333335,0,0,0.07692307692307693,0.6666666666666666,0
24,0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2,999.8,3,1.6666666666666667,0,0,0.0,0.6,0
32,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,405.2857142857143,2,2.6666666666666665,0,0,0.0625,0.8571428571428571,3
39,0,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,883.2272727272727,5,3.6666666666666665,0,0,0.08695652173913043,0.2727272727272727,1
41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,321.90909090909093,2,3.6666666666666665,0,0,0.12,0.09090909090909091,2
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,733.8846153846154,4,2.3333333333333335,0,0,0.16666666666666666,0.15384615384615385,0
29,1,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,264.875,7,2.3333333333333335,1,0,0.07692307692307693,0.875,2
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,755.6923076923077,1,1.6666666666666667,0,0,0.2,0.07692307692307693,2
47,0,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,382.5833333333333,4,3.0,1,0,0.0967741935483871,0.4166666666666667,0
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,730.3333333333334,0,3.3333333333333335,0,0,0.5,0.3333333333333333,1
44,0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2,113.44444444444444,2,2.3333333333333335,0,0,0.14285714285714285,0.16666666666666666,1
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,267.1111111111111,0,3.0,1,0,0.30434782608695654,0.2222222222222222,1
30,0,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,651.8461538461538,6,3.0,0,1,0.07142857142857142,0.8461538461538461,2
59,0,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,283.375,0,3.0,0,0,0.18604651162790697,0.25,1
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,441.4,2,2.6666666666666665,0,0,0.08333333333333333,0.8,0
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,678.2,5,2.6666666666666665,0,0,0.391304347826087,0.5,1
50,0,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,775.0,0,3.3333333333333335,0,0,0.20588235294117646,0.4,0
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,555.0,1,3.6666666666666665,0,0,0.10714285714285714,0.5,1
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,300.53333333333336,10,2.0,0,0,0.058823529411764705,0.8666666666666667,3
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,905.7272727272727,1,2.3333333333333335,0,0,0.08823529411764706,0.22727272727272727,1
19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,1162.5,0,1.6666666666666667,0,0,0.0,0.0,2
